cod_ibge;municipio;populacao_2000;populacao_2010;populacao_2020;populacao_2030;populacao_2040;populacao_2050;tx_crescimentopop_2000/2010;tx_crescimentopop_2010/2020;tx_crescimentopop_2020/2030;tx_crescimentopop_2030/2040;tx_crescimentopop_2040/2050
3500105;Adamantina;33.484;33.794;33.894;33.479;32.420;30.686;0,09;0,03;-0,12;-0,32;-0,55
3500204;Adolfo;3.680;3.558;3.447;3.320;3.139;2.903;-0,34;-0,32;-0,37;-0,56;-0,78
3500303;Aguaí;28.145;32.113;35.608;38.105;39.432;39.702;1,33;1,04;0,68;0,34;0,07
3500402;Águas da Prata;7.127;7.580;7.797;7.832;7.594;7.160;0,62;0,28;0,04;-0,31;-0,59
3500501;Águas de Lindóia;16.145;17.257;18.374;18.877;18.862;18.477;0,67;0,63;0,27;-0,01;-0,21
3500550;Águas de Santa Bárbara;5.210;5.598;5.931;6.147;6.200;6.119;0,72;0,58;0,36;0,09;-0,13
3500600;Águas de São Pedro;1.881;2.699;3.122;3.292;3.311;3.272;3,68;1,47;0,53;0,06;-0,12
3500709;Agudos;32.459;34.506;36.134;37.085;37.112;36.297;0,61;0,46;0,26;0,01;-0,22
3500758;Alambari;3.647;4.872;5.779;6.494;6.814;6.924;2,94;1,72;1,17;0,48;0,16
3500808;Alfredo Marcondes;3.695;3.889;3.927;3.865;3.710;3.470;0,51;0,1;-0,16;-0,41;-0,67
3500907;Altair;3.527;3.813;4.036;4.161;4.193;4.089;0,78;0,57;0,31;0,08;-0,25
3501004;Altinópolis;15.463;15.606;15.553;15.428;15.030;14.379;0,09;-0,03;-0,08;-0,26;-0,44
3501103;Alto Alegre;4.266;4.103;4.017;3.899;3.719;3.479;-0,39;-0,21;-0,3;-0,47;-0,66
3501152;Alumínio;15.237;16.825;17.972;18.877;19.410;19.403;1;0,66;0,49;0,28;0
3501202;Álvares Florence;4.322;3.900;3.621;3.351;3.040;2.679;-1,02;-0,74;-0,77;-0,97;-1,26
3501301;Álvares Machado;22.622;23.506;23.789;24.035;23.755;22.793;0,38;0,12;0,1;-0,12;-0,41
3501400;Álvaro de Carvalho;4.099;4.645;5.044;5.374;5.595;5.730;1,26;0,83;0,64;0,4;0,24
3501509;Alvinlândia;2.834;2.999;3.176;3.299;3.377;3.399;0,57;0,58;0,38;0,23;0,06
3501608;Americana;182.300;210.387;233.458;246.562;248.008;239.899;1,44;1,05;0,55;0,06;-0,33
3501707;Américo Brasiliense;28.196;34.421;40.243;44.127;46.283;46.946;2,01;1,57;0,93;0,48;0,14
3501806;Américo de Campos;5.594;5.705;5.736;5.643;5.400;5.032;0,2;0,05;-0,16;-0,44;-0,7
3501905;Amparo;60.305;65.782;69.639;71.156;69.883;66.509;0,87;0,57;0,22;-0,18;-0,49
3502002;Analândia;3.576;4.287;4.850;5.259;5.468;5.503;1,83;1,24;0,81;0,39;0,06
3502101;Andradina;55.134;55.333;56.054;56.103;55.048;52.610;0,04;0,13;0,01;-0,19;-0,45
3502200;Angatuba;19.276;22.184;24.501;26.264;27.071;27.118;1,42;1;0,7;0,3;0,02
3502309;Anhembi;4.524;5.643;6.672;7.445;7.892;8.097;2,23;1,69;1,1;0,58;0,26
3502408;Anhumas;3.409;3.735;3.963;4.130;4.157;4.045;0,92;0,59;0,41;0,07;-0,27
3502507;Aparecida;34.888;35.006;35.709;35.813;35.244;33.935;0,03;0,2;0,03;-0,16;-0,38
3502606;Aparecida d'Oeste;4.936;4.454;4.132;3.850;3.548;3.218;-1,02;-0,75;-0,7;-0,81;-0,97
3502705;Apiaí;27.153;25.207;24.666;25.183;25.546;25.539;-0,74;-0,22;0,21;0,14;0
3502754;Araçariguama;11.104;17.019;20.980;23.850;25.668;26.690;4,36;2,11;1,29;0,74;0,39
3502804;Araçatuba;169.087;181.473;190.469;193.349;189.514;180.238;0,71;0,48;0,15;-0,2;-0,5
3502903;Araçoiaba da Serra;19.758;27.226;32.390;36.532;38.862;40.138;3,26;1,75;1,21;0,62;0,32
3503000;Aramina;4.756;5.149;5.496;5.647;5.629;5.463;0,8;0,65;0,27;-0,03;-0,3
3503109;Arandu;6.060;6.123;6.165;6.201;6.134;5.980;0,1;0,07;0,06;-0,11;-0,25
3503158;Arapeí;2.615;2.494;2.471;2.446;2.385;2.272;-0,47;-0,09;-0,1;-0,25;-0,48
3503208;Araraquara;182.240;208.429;227.618;236.475;235.730;227.989;1,35;0,88;0,38;-0,03;-0,33
3503307;Araras;104.024;118.713;131.057;138.224;139.495;136.181;1,33;0,99;0,53;0,09;-0,24
3503356;Arco-Íris;2.167;1.927;1.816;1.710;1.600;1.465;-1,17;-0,59;-0,6;-0,66;-0,88
3503406;Arealva;7.240;7.836;8.196;8.385;8.295;8.017;0,79;0,45;0,23;-0,11;-0,34
3503505;Areias;3.597;3.695;3.843;4.016;4.137;4.165;0,27;0,39;0,44;0,3;0,07
3503604;Areiópolis;10.293;10.577;10.857;11.264;11.485;11.382;0,27;0,26;0,37;0,19;-0,09
3503703;Ariranha;7.460;8.537;9.320;9.809;9.900;9.722;1,36;0,88;0,51;0,09;-0,18
3503802;Artur Nogueira;32.965;44.071;52.609;58.294;60.898;61.317;2,95;1,79;1,03;0,44;0,07
3503901;Arujá;58.933;74.758;89.744;101.157;108.538;113.342;2,41;1,84;1,2;0,71;0,43
3503950;Aspásia;1.864;1.809;1.765;1.711;1.629;1.509;-0,3;-0,25;-0,31;-0,49;-0,76
3504008;Assis;87.135;95.075;101.381;105.003;105.198;102.600;0,88;0,64;0,35;0,02;-0,25
3504107;Atibaia;111.033;126.467;139.606;148.148;151.595;151.049;1,31;0,99;0,6;0,23;-0,04
3504206;Auriflama;13.506;14.196;14.471;14.422;13.998;13.153;0,5;0,19;-0,03;-0,3;-0,62
3504305;Avaí;4.597;4.956;5.288;5.510;5.547;5.437;0,75;0,65;0,41;0,07;-0,2
3504404;Avanhandava;8.820;11.287;12.114;12.779;13.179;13.279;2,5;0,71;0,54;0,31;0,08
3504503;Avaré;76.312;82.878;87.538;90.062;90.072;87.837;0,83;0,55;0,28;0;-0,25
3504602;Bady Bassitt;11.475;14.574;16.329;17.186;17.213;16.618;2,42;1,14;0,51;0,02;-0,35
3504701;Balbinos;1.312;3.670;3.704;3.716;3.684;3.615;10,83;0,09;0,03;-0,09;-0,19
3504800;Bálsamo;7.334;8.153;8.524;8.628;8.428;7.978;1,06;0,45;0,12;-0,23;-0,55
3504909;Bananal;9.707;10.219;10.651;11.001;11.182;11.134;0,52;0,41;0,32;0,16;-0,04
3505005;Barão de Antonina;2.796;3.113;3.383;3.602;3.706;3.722;1,08;0,84;0,63;0,29;0,04
3505104;Barbosa;5.833;6.586;7.284;7.846;8.205;8.375;1,22;1,01;0,75;0,45;0,21
3505203;Bariri;28.187;31.563;33.993;35.517;35.692;34.867;1,14;0,74;0,44;0,05;-0,23
3505302;Barra Bonita;35.439;35.248;34.914;34.258;32.893;30.619;-0,05;-0,1;-0,19;-0,41;-0,71
3505351;Barra do Chapéu;4.846;5.241;5.530;5.826;6.057;6.207;0,79;0,54;0,52;0,39;0,24
3505401;Barra do Turvo;8.098;7.732;7.687;7.912;8.153;8.305;-0,46;-0,06;0,29;0,3;0,18
3505500;Barretos;103.829;112.030;118.048;120.747;119.180;114.250;0,76;0,52;0,23;-0,13;-0,42
3505609;Barrinha;24.150;28.457;32.338;35.292;37.056;37.761;1,65;1,29;0,88;0,49;0,19
3505708;Barueri;207.372;240.459;264.390;281.110;293.036;299.366;1,49;0,95;0,62;0,42;0,21
3505807;Bastos;20.573;20.446;20.301;20.234;19.799;18.926;-0,06;-0,07;-0,03;-0,22;-0,45
3505906;Batatais;51.041;56.429;60.222;62.548;62.345;60.362;1,01;0,65;0,38;-0,03;-0,32
3506003;Bauru;315.493;343.695;364.225;374.023;371.221;357.488;0,86;0,58;0,27;-0,08;-0,38
3506102;Bebedouro;74.743;75.033;74.155;72.077;68.552;63.454;0,04;-0,12;-0,28;-0,5;-0,77
3506201;Bento de Abreu;2.394;2.672;2.945;3.131;3.228;3.223;1,1;0,98;0,61;0,31;-0,02
3506300;Bernardino de Campos;10.713;10.775;10.787;10.795;10.577;10.174;0,06;0,01;0,01;-0,2;-0,39
3506359;Bertioga;29.771;47.462;63.290;75.340;83.860;90.118;4,77;2,92;1,76;1,08;0,72
3506409;Bilac;6.082;7.039;7.816;8.107;8.054;7.784;1,47;1,05;0,37;-0,07;-0,34
3506508;Birigui;94.098;108.599;121.329;128.231;129.402;125.744;1,44;1,11;0,55;0,09;-0,29
3506607;Biritiba Mirim;24.579;28.540;32.338;35.571;37.671;38.828;1,51;1,26;0,96;0,58;0,3
3506706;Boa Esperança do Sul;12.551;13.636;14.582;15.266;15.598;15.490;0,83;0,67;0,46;0,22;-0,07
3506805;Bocaina;9.419;10.846;12.135;13.088;13.526;13.505;1,42;1,13;0,76;0,33;-0,02
3506904;Bofete;7.338;9.597;11.076;12.121;12.678;12.956;2,72;1,44;0,91;0,45;0,22
3507001;Boituva;34.240;48.177;57.292;63.439;67.118;68.494;3,47;1,75;1,02;0,57;0,2
3507100;Bom Jesus dos Perdões;13.275;19.644;24.291;27.346;28.915;29.571;4;2,15;1,19;0,56;0,22
3507159;Bom Sucesso de Itararé;3.221;3.568;3.861;4.190;4.450;4.641;1,03;0,79;0,82;0,6;0,42
3507209;Borá;795;805;812;810;770;722;0,13;0,09;-0,02;-0,51;-0,64
3507308;Boracéia;3.736;4.263;4.759;5.089;5.254;5.287;1,33;1,11;0,67;0,32;0,06
3507407;Borborema;13.183;14.517;15.323;15.653;15.440;14.828;0,97;0,54;0,21;-0,14;-0,4
3507456;Borebi;1.927;2.290;2.579;2.793;2.898;2.915;1,74;1,2;0,8;0,37;0,06
3507506;Botucatu;108.124;127.156;141.135;149.387;151.646;149.631;1,63;1,05;0,57;0,15;-0,13
3507605;Bragança Paulista;124.766;146.548;163.980;174.665;178.505;177.277;1,62;1,13;0,63;0,22;-0,07
3507704;Braúna;4.382;5.015;5.552;5.926;6.083;6.081;1,36;1,02;0,65;0,26;0
3507753;Brejo Alegre;2.306;2.571;2.768;2.871;2.884;2.799;1,09;0,74;0,37;0,05;-0,3
3507803;Brodowski;17.104;21.070;23.943;25.620;26.205;25.882;2,11;1,29;0,68;0,23;-0,12
3507902;Brotas;18.838;21.556;23.850;25.553;26.273;26.231;1,36;1,02;0,69;0,28;-0,02
3508009;Buri;17.595;18.555;19.678;21.134;22.419;23.359;0,53;0,59;0,72;0,59;0,41
3508108;Buritama;13.843;15.404;16.596;17.161;17.076;16.483;1,07;0,75;0,34;-0,05;-0,35
3508207;Buritizal;3.675;4.050;4.307;4.431;4.439;4.352;0,98;0,62;0,28;0,02;-0,2
3508306;Cabrália Paulista;4.648;4.367;4.308;4.281;4.225;4.091;-0,62;-0,14;-0,06;-0,13;-0,32
3508405;Cabreúva;32.926;41.525;49.430;55.861;60.129;62.154;2,35;1,76;1,23;0,74;0,33
3508504;Caçapava;76.027;84.676;91.217;94.729;95.427;93.623;1,08;0,75;0,38;0,07;-0,19
3508603;Cachoeira Paulista;27.164;30.066;32.231;33.447;33.575;32.781;1,02;0,7;0,37;0,04;-0,24
3508702;Caconde;18.367;18.537;18.854;19.130;18.912;18.320;0,09;0,17;0,15;-0,11;-0,32
3508801;Cafelândia;15.789;16.600;17.244;17.602;17.606;17.249;0,5;0,38;0,21;0;-0,2
3508900;Caiabu;4.075;4.072;4.103;4.107;4.073;3.939;-0,01;0,08;0,01;-0,08;-0,33
3509007;Caieiras;70.825;86.389;100.612;111.076;116.361;117.647;2,01;1,54;0,99;0,47;0,11
3509106;Caiuá;4.183;5.031;5.600;5.976;6.055;5.927;1,86;1,08;0,65;0,13;-0,21
3509205;Cajamar;50.568;63.989;77.627;88.940;97.782;103.923;2,38;1,95;1,37;0,95;0,61
3509254;Cajati;29.176;28.379;28.992;30.370;31.698;32.401;-0,28;0,21;0,47;0,43;0,22
3509304;Cajobi;9.170;9.763;10.105;10.228;10.079;9.643;0,63;0,34;0,12;-0,15;-0,44
3509403;Cajuru;20.755;23.348;25.663;27.303;28.058;28.168;1,18;0,95;0,62;0,27;0,04
3509452;Campina do Monte Alegre;5.195;5.564;5.812;5.970;6.009;5.959;0,69;0,44;0,27;0,07;-0,08
3509502;Campinas;968.160;1.079.140;1.175.501;1.223.394;1.230.235;1.200.940;1,09;0,86;0,4;0,06;-0,24
3509601;Campo Limpo Paulista;63.520;73.981;82.842;88.915;90.675;89.373;1,54;1,14;0,71;0,2;-0,14
3509700;Campos do Jordão;44.178;47.758;50.118;51.654;52.137;51.696;0,78;0,48;0,3;0,09;-0,08
3509809;Campos Novos Paulista;4.179;4.536;4.817;5.042;5.165;5.168;0,82;0,6;0,46;0,24;0,01
3509908;Cananéia;12.267;12.227;12.341;12.776;13.113;13.271;-0,03;0,09;0,35;0,26;0,12
3509957;Canas;3.605;4.378;5.064;5.576;5.873;5.997;1,96;1,47;0,97;0,52;0,21
3510005;Cândido Mota;29.241;29.879;30.019;29.701;28.582;26.847;0,22;0,05;-0,11;-0,38;-0,62
3510104;Cândido Rodrigues;2.610;2.668;2.674;2.624;2.520;2.353;0,22;0,02;-0,19;-0,4;-0,68
3510153;Canitar;3.469;4.361;4.991;5.541;5.910;6.097;2,31;1,36;1,05;0,65;0,31
3510203;Capão Bonito;46.729;46.183;46.418;47.343;47.157;46.069;-0,12;0,05;0,2;-0,04;-0,23
3510302;Capela do Alto;14.210;17.502;20.542;23.266;25.068;26.106;2,11;1,61;1,25;0,75;0,41
3510401;Capivari;41.393;48.512;54.231;58.332;60.294;60.378;1,6;1,12;0,73;0,33;0,01
3510500;Caraguatatuba;78.628;100.634;116.106;125.208;130.768;133.455;2,5;1,44;0,76;0,44;0,2
3510609;Carapicuíba;343.962;369.368;394.598;412.095;423.349;425.783;0,72;0,66;0,43;0,27;0,06
3510708;Cardoso;11.611;11.803;11.721;11.563;11.194;10.614;0,16;-0,07;-0,14;-0,32;-0,53
3510807;Casa Branca;26.785;28.294;29.462;30.156;30.102;29.474;0,55;0,41;0,23;-0,02;-0,21
3510906;Cássia dos Coqueiros;2.870;2.636;2.495;2.414;2.315;2.185;-0,85;-0,55;-0,33;-0,42;-0,58
3511003;Castilho;14.945;17.975;20.728;22.626;23.544;23.647;1,86;1,44;0,88;0,4;0,04
3511102;Catanduva;105.695;112.760;117.206;118.264;115.155;108.837;0,65;0,39;0,09;-0,27;-0,56
3511201;Catiguá;6.552;7.122;7.529;7.734;7.665;7.349;0,84;0,56;0,27;-0,09;-0,42
3511300;Cedral;6.690;7.960;8.836;9.305;9.384;9.179;1,75;1,05;0,52;0,08;-0,22
3511409;Cerqueira César;15.121;17.511;19.213;20.448;21.136;21.366;1,48;0,93;0,62;0,33;0,11
3511508;Cerquilho;29.402;39.520;46.411;51.187;53.716;54.411;3;1,62;0,98;0,48;0,13
3511607;Cesário Lange;12.865;15.516;17.248;18.216;18.626;18.577;1,89;1,06;0,55;0,22;-0,03
3511706;Charqueada;13.014;15.067;16.933;18.217;18.864;18.977;1,48;1,17;0,73;0,35;0,06
3511904;Clementina;5.399;7.049;8.324;9.165;9.666;9.879;2,7;1,68;0,97;0,53;0,22
3512001;Colina;16.656;17.365;17.603;17.528;17.034;16.216;0,42;0,14;-0,04;-0,29;-0,49
3512100;Colômbia;5.947;5.994;6.046;6.025;5.973;5.854;0,08;0,09;-0,03;-0,09;-0,2
3512209;Conchal;22.641;25.207;27.284;28.767;29.511;29.551;1,08;0,79;0,53;0,26;0,01
3512308;Conchas;14.873;16.276;17.134;17.738;17.957;17.795;0,91;0,52;0,35;0,12;-0,09
3512407;Cordeirópolis;17.546;21.048;24.356;26.759;28.095;28.557;1,84;1,47;0,95;0,49;0,16
3512506;Coroados;4.411;5.231;5.926;6.300;6.353;6.195;1,72;1,26;0,61;0,08;-0,25
3512605;Coronel Macedo;5.591;5.006;4.843;4.795;4.696;4.536;-1,1;-0,33;-0,1;-0,21;-0,35
3512704;Corumbataí;3.788;3.873;3.962;4.032;4.017;3.908;0,22;0,23;0,18;-0,04;-0,27
3512803;Cosmópolis;44.250;58.689;71.282;80.085;84.682;85.990;2,86;1,96;1,17;0,56;0,15
3512902;Cosmorama;7.376;7.215;6.997;6.756;6.402;5.924;-0,22;-0,31;-0,35;-0,54;-0,77
3513009;Cotia;148.519;200.647;247.424;285.614;312.438;331.909;3,05;2,12;1,45;0,9;0,61
3513108;Cravinhos;28.349;31.662;34.428;36.195;36.589;35.949;1,11;0,84;0,5;0,11;-0,18
3513207;Cristais Paulista;6.570;7.579;8.425;9.013;9.187;9.098;1,44;1,06;0,68;0,19;-0,1
3513306;Cruzália;2.611;2.277;2.117;2.007;1.887;1.734;-1,36;-0,73;-0,53;-0,61;-0,84
3513405;Cruzeiro;73.444;77.009;79.927;81.506;81.308;79.367;0,48;0,37;0,2;-0,02;-0,24
3513504;Cubatão;108.135;118.629;129.145;137.235;140.922;140.211;0,93;0,85;0,61;0,27;-0,05
3513603;Cunha;23.093;21.876;21.681;21.418;21.097;20.312;-0,54;-0,09;-0,12;-0,15;-0,38
3513702;Descalvado;28.889;31.038;32.430;33.026;32.588;31.162;0,72;0,44;0,18;-0,13;-0,45
3513801;Diadema;356.535;385.838;404.477;414.532;418.906;415.777;0,79;0,47;0,25;0,11;-0,07
3513850;Dirce Reis;1.625;1.688;1.717;1.688;1.630;1.533;0,38;0,17;-0,17;-0,35;-0,61
3513900;Divinolândia;12.014;11.215;10.886;10.657;10.303;9.786;-0,69;-0,3;-0,21;-0,34;-0,51
3514007;Dobrada;7.006;7.931;8.904;9.636;10.050;10.179;1,25;1,16;0,79;0,42;0,13
3514106;Dois Córregos;22.484;24.741;26.972;28.609;29.573;29.859;0,96;0,87;0,59;0,33;0,1
3514205;Dolcinópolis;2.151;2.096;2.040;1.963;1.858;1.729;-0,26;-0,27;-0,38;-0,55;-0,72
3514304;Dourado;8.598;8.609;8.482;8.271;7.910;7.433;0,01;-0,15;-0,25;-0,45;-0,62
3514403;Dracena;40.491;43.234;44.995;45.565;44.704;42.653;0,66;0,4;0,13;-0,19;-0,47
3514502;Duartina;12.470;12.253;11.975;11.618;11.158;10.514;-0,18;-0,23;-0,3;-0,4;-0,59
3514601;Dumont;6.293;8.126;9.570;10.352;10.581;10.405;2,59;1,65;0,79;0,22;-0,17
3514700;Echaporã;6.822;6.322;6.217;6.108;5.965;5.716;-0,76;-0,17;-0,18;-0,24;-0,43
3514809;Eldorado;14.124;14.637;15.236;16.127;16.832;17.189;0,36;0,4;0,57;0,43;0,21
3514908;Elias Fausto;13.865;15.758;17.346;18.366;18.747;18.574;1,29;0,96;0,57;0,21;-0,09
3514924;Elisiário;2.577;3.115;3.499;3.636;3.626;3.516;1,91;1,17;0,38;-0,03;-0,31
3514957;Embaúba;2.477;2.423;2.409;2.375;2.286;2.155;-0,22;-0,06;-0,14;-0,38;-0,59
3515004;Embu das Artes;207.103;239.939;270.790;293.664;308.736;316.358;1,48;1,22;0,81;0,5;0,24
3515103;Embu-Guaçu;56.671;62.718;68.053;72.769;75.822;77.001;1,02;0,82;0,67;0,41;0,15
3515129;Emilianópolis;2.893;3.019;3.068;3.045;2.965;2.801;0,43;0,16;-0,08;-0,27;-0,57
3515152;Engenheiro Coelho;10.000;15.662;20.535;23.737;25.618;26.527;4,59;2,75;1,46;0,77;0,35
3515186;Espírito Santo do Pinhal;40.448;41.895;42.573;42.905;41.785;39.568;0,35;0,16;0,08;-0,26;-0,54
3515194;Espírito Santo do Turvo;3.670;4.239;4.799;5.273;5.576;5.735;1,45;1,25;0,95;0,56;0,28
3515202;Estrela d'Oeste;8.258;8.208;8.094;7.932;7.645;7.198;-0,06;-0,14;-0,2;-0,37;-0,6
3515301;Estrela do Norte;2.626;2.658;2.665;2.689;2.700;2.629;0,12;0,03;0,09;0,04;-0,27
3515350;Euclides da Cunha Paulista;10.207;9.590;9.537;9.673;9.799;9.684;-0,62;-0,06;0,14;0,13;-0,12
3515400;Fartura;15.004;15.317;15.644;15.930;15.925;15.551;0,21;0,21;0,18;0;-0,24
3515509;Fernandópolis;61.593;64.670;66.112;65.808;63.718;59.940;0,49;0,22;-0,05;-0,32;-0,61
3515608;Fernando Prestes;5.431;5.533;5.572;5.500;5.271;4.924;0,19;0,07;-0,13;-0,42;-0,68
3515657;Fernão;1.434;1.562;1.649;1.713;1.744;1.730;0,86;0,54;0,38;0,18;-0,08
3515707;Ferraz de Vasconcelos;141.852;168.072;193.037;212.743;224.510;229.806;1,71;1,39;0,98;0,54;0,23
3515806;Flora Rica;2.179;1.755;1.589;1.467;1.370;1.257;-2,14;-0,99;-0,8;-0,68;-0,86
3515905;Floreal;3.226;3.005;2.856;2.703;2.485;2.234;-0,71;-0,51;-0,55;-0,84;-1,06
3516002;Flórida Paulista;11.118;12.832;12.120;11.518;10.940;10.260;1,44;-0,57;-0,51;-0,51;-0,64
3516101;Florínea;3.126;2.831;2.703;2.629;2.529;2.395;-0,99;-0,46;-0,28;-0,39;-0,54
3516200;Franca;287.162;318.369;342.125;356.077;358.772;351.168;1,04;0,72;0,4;0,08;-0,21
3516309;Francisco Morato;133.143;154.287;174.403;193.446;207.735;217.293;1,48;1,23;1,04;0,72;0,45
3516408;Franco da Rocha;107.883;131.389;152.201;168.107;179.378;186.971;1,99;1,48;1;0,65;0,42
3516507;Gabriel Monteiro;2.724;2.708;2.684;2.601;2.452;2.240;-0,06;-0,09;-0,31;-0,59;-0,9
3516606;Gália;7.862;7.018;6.563;6.301;5.981;5.564;-1,13;-0,67;-0,41;-0,52;-0,72
3516705;Garça;43.145;43.115;42.483;41.319;39.766;37.484;-0,01;-0,15;-0,28;-0,38;-0,59
3516804;Gastão Vidigal;3.588;4.188;4.768;5.161;5.411;5.529;1,56;1,31;0,8;0,47;0,22
3516853;Gavião Peixoto;4.123;4.416;4.610;4.748;4.765;4.648;0,69;0,43;0,3;0,04;-0,25
3516903;General Salgado;10.819;10.670;10.648;10.422;9.975;9.287;-0,14;-0,02;-0,21;-0,44;-0,71
3517000;Getulina;10.368;10.762;10.847;10.902;10.797;10.529;0,37;0,08;0,05;-0,1;-0,25
3517109;Glicério;4.426;4.564;4.749;4.848;4.852;4.760;0,31;0,4;0,21;0,01;-0,19
3517208;Guaiçara;9.179;10.657;11.947;12.819;13.240;13.311;1,5;1,15;0,71;0,32;0,05
3517307;Guaimbê;5.206;5.423;5.534;5.668;5.725;5.659;0,41;0,2;0,24;0,1;-0,12
3517406;Guaíra;34.574;37.380;39.061;39.684;39.086;37.310;0,78;0,44;0,16;-0,15;-0,46
3517505;Guapiaçu;14.049;17.834;20.848;22.650;23.277;23.058;2,41;1,57;0,83;0,27;-0,09
3517604;Guapiara;19.712;18.012;17.775;18.320;18.771;18.933;-0,9;-0,13;0,3;0,24;0,09
3517703;Guará;18.890;19.850;20.824;21.650;22.080;22.087;0,5;0,48;0,39;0,2;0
3517802;Guaraçaí;8.888;8.439;8.412;8.264;7.977;7.553;-0,52;-0,03;-0,18;-0,35;-0,54
3517901;Guaraci;8.836;9.966;10.978;11.600;11.842;11.763;1,21;0,97;0,55;0,21;-0,07
3518008;Guarani d'Oeste;2.005;1.970;1.922;1.877;1.807;1.694;-0,18;-0,25;-0,24;-0,38;-0,64
3518107;Guarantã;6.315;6.403;6.477;6.541;6.549;6.432;0,14;0,11;0,1;0,01;-0,18
3518206;Guararapes;28.822;30.582;32.076;32.677;32.445;31.412;0,59;0,48;0,19;-0,07;-0,32
3518305;Guararema;21.864;25.808;29.429;32.271;34.133;35.278;1,67;1,32;0,93;0,56;0,33
3518404;Guaratinguetá;104.101;112.004;118.345;121.304;120.592;116.857;0,73;0,55;0,25;-0,06;-0,31
3518503;Guareí;10.179;14.522;15.750;16.560;16.796;16.628;3,62;0,82;0,5;0,14;-0,1
3518602;Guariba;31.061;35.447;39.021;41.321;42.322;42.068;1,33;0,97;0,57;0,24;-0,06
3518701;Guarujá;264.235;290.526;316.405;337.853;348.528;349.069;0,95;0,86;0,66;0,31;0,02
3518800;Guarulhos;1.069.609;1.220.653;1.351.275;1.448.031;1.506.383;1.527.615;1,33;1,02;0,69;0,4;0,14
3518859;Guatapará;6.365;6.961;7.440;7.801;7.921;7.861;0,9;0,67;0,47;0,15;-0,08
3518909;Guzolândia;4.301;4.750;5.107;5.342;5.403;5.327;1;0,73;0,45;0,11;-0,14
3519006;Herculândia;7.983;8.690;9.260;9.731;9.985;9.980;0,85;0,64;0,5;0,26;-0,01
3519055;Holambra;7.195;11.257;14.493;16.536;17.834;18.599;4,58;2,56;1,33;0,76;0,42
3519071;Hortolândia;151.697;192.317;230.268;260.650;275.731;280.017;2,4;1,82;1,25;0,56;0,15
3519105;Iacanga;8.275;9.997;11.306;12.192;12.539;12.543;1,91;1,24;0,76;0,28;0
3519204;Iacri;6.786;6.422;6.272;6.079;5.830;5.458;-0,55;-0,24;-0,31;-0,42;-0,66
3519253;Iaras;3.044;6.337;6.894;7.359;7.672;7.854;7,61;0,85;0,65;0,42;0,23
3519303;Ibaté;26.378;30.696;34.738;37.508;38.858;38.859;1,53;1,24;0,77;0,35;0
3519402;Ibirá;9.440;10.883;12.059;12.652;12.738;12.533;1,43;1,03;0,48;0,07;-0,16
3519501;Ibirarema;5.699;6.716;7.509;8.065;8.378;8.463;1,66;1,12;0,72;0,38;0,1
3519600;Ibitinga;46.534;53.100;58.501;61.399;61.882;60.327;1,33;0,97;0,48;0,08;-0,25
3519709;Ibiúna;64.220;71.157;76.430;80.278;81.920;81.435;1,03;0,72;0,49;0,2;-0,06
3519808;Icém;6.766;7.456;8.032;8.425;8.645;8.702;0,98;0,75;0,48;0,26;0,07
3519907;Iepê;7.258;7.625;7.921;8.112;8.153;8.007;0,49;0,38;0,24;0,05;-0,18
3520004;Igaraçu do Tietê;22.596;23.356;24.135;24.725;24.751;23.997;0,33;0,33;0,24;0,01;-0,31
3520103;Igarapava;25.888;27.934;29.456;30.306;30.395;29.744;0,76;0,53;0,28;0,03;-0,22
3520202;Igaratá;8.271;8.826;9.312;9.683;9.861;9.864;0,65;0,54;0,39;0,18;0
3520301;Iguape;27.410;28.829;29.465;30.302;30.637;30.343;0,51;0,22;0,28;0,11;-0,1
3520400;Ilhabela;20.752;28.125;33.470;36.654;38.549;39.178;3,09;1,76;0,91;0,51;0,16
3520426;Ilha Comprida;6.653;9.003;10.296;11.358;11.986;12.332;3,07;1,35;0,99;0,54;0,28
3520442;Ilha Solteira;23.976;25.055;25.748;25.604;24.660;23.093;0,44;0,27;-0,06;-0,37;-0,65
3520509;Indaiatuba;146.530;201.089;242.868;264.595;274.729;274.974;3,22;1,91;0,86;0,38;0,01
3520608;Indiana;4.929;4.826;4.775;4.710;4.599;4.401;-0,21;-0,11;-0,14;-0,24;-0,44
3520707;Indiaporã;4.064;3.904;3.854;3.764;3.584;3.380;-0,4;-0,13;-0,24;-0,49;-0,58
3520806;Inúbia Paulista;3.318;3.627;3.892;4.065;4.098;4.002;0,89;0,71;0,44;0,08;-0,24
3520905;Ipaussu;12.542;13.653;14.506;15.165;15.476;15.398;0,85;0,61;0,45;0,2;-0,05
3521002;Iperó;18.289;28.198;34.352;38.426;40.226;40.662;4,42;1,99;1,13;0,46;0,11
3521101;Ipeúna;4.321;6.000;7.571;8.903;9.645;10.015;3,34;2,35;1,63;0,8;0,38
3521150;Ipiguá;3.461;4.454;5.231;5.676;5.821;5.799;2,55;1,62;0,82;0,25;-0,04
3521200;Iporanga;4.563;4.301;4.407;4.589;4.726;4.803;-0,59;0,24;0,41;0,29;0,16
3521309;Ipuã;11.855;14.127;15.861;17.091;17.720;17.798;1,77;1,16;0,75;0,36;0,04
